url,job_type,title,date_posted,salary,description,tags,job_id
https://www.onlinejobs.ph/jobseekers/job/Marketing-Social-Media-Manager-1624969,Full Time,Marketing & Social Media Manager,2026-04-21 00:13:40,$7 hr,"Marketing & Social Media Manager (Content + Strategy) Remote | Full-Time | Eastern Time Hours Effortless Beauty is a luxury bridal hair and makeup company based in Tennessee, USA, serving Knoxville, Chattanooga, Nashville, and surrounding areas. We are growing quickly…","Email Marketing, Social Media Management, Graphic Design",
https://www.onlinejobs.ph/jobseekers/job/Social-Media-Messaging-Assistant-Part-Time-Remote-1628098,Part Time,"Social Media Messaging Assistant (Part-Time, Remote)",2026-04-21 00:13:10,$3 - $5 per hour,"ABOUT THE ROLE We're hiring a detail-oriented virtual assistant to manage social media messaging and profile sorting across multiple platforms on behalf of clients. This is a daily, ongoing role - approximately 2 hours per day, 7 days a week.…",,
https://www.onlinejobs.ph/jobseekers/job/Media-Researcher-Viral-Clips-Best-Moments-1628096,Any,"Media Researcher – Viral Clips & ""Best Moments""",2026-04-21 00:11:43,,"Find high-quality clips from YouTube, TikTok, and IG based on specific topics. Upload raw, high-quality footage to Google Drive. Include a document/sheet with specific timestamps for the ""best moments"" in each file. Zero watermarks or UI overlays. High resolution (1080p…",,
https://www.onlinejobs.ph/jobseekers/job/Public-Relations-Coordinator-1576479,Part Time,Public Relations Coordinator,2026-04-21 00:10:34,$4.50 per hour,"Tremendous Communications is seeking a highly organized and detail-oriented Publicity Coordinator to support our PR and campaign teams across film, television, and brand projects. This role is ideal for someone who understands the pace of publicity work and thrives in…","Communication, Public Relation, Writing",
https://www.onlinejobs.ph/jobseekers/job/Video-Editor-DTC-eCommerce-1593394,Full Time,Video Editor (DTC eCommerce),2026-04-21 00:09:01,Competitive salary based on experience,"About Us We are a fast-growing health and wellness brand obsessed with customer psychology and creative excellence. We don't just ""make content,"" we build high-performance assets that drive millions in revenue. We are looking for a Video Editor who is…",Video Editing,
https://www.onlinejobs.ph/jobseekers/job/EDD-Disability-Coordinator-1628095,Full Time,EDD Disability Coordinator,2026-04-21 00:08:36,$4.50 per hr,Work Schedule: Full-Time | Monday–Friday | 8:00 AM – 5:00 PM (PST) Compensation: $4.50 per hr - 40 hours per week Work Setup: Remote We are looking for a detail-oriented and reliable EDD Disability Coordinator to assist patients and healthcare…,,
https://www.onlinejobs.ph/jobseekers/job/Urgent-Financial-Analyst-with-General-Admin-Experience-Cebu-Based-Preferred-1628094,Full Time,Urgent Financial Analyst with General Admin Experience (Cebu Based Preferred),2026-04-21 00:07:25,"Php50,000 - Php70,000","We are urgently seeking a highly analytical and detail-oriented Financial Analyst to support our CEO and Finance/Accounting Team. This role will work closely with our current Financial Analyst and assist in driving financial insights, forecasting, reporting, and strategic analysis across…","Finance Management, Financial Analysis, Financial Forcasting",
https://www.onlinejobs.ph/jobseekers/job/Customer-Service-Operations-Manager-1628092,Full Time,Customer Service Operations Manager,2026-04-21 00:05:02,"$700-$1,100/month","HALO HOSPITALITY Customer Service Manager Guest Operations • Team Leadership • AI Integration Full-Time | Remote | Independent Contractor | $900–$1,200/mo | EST Hours ABOUT HALO HOSPITALITY Halo Hospitality is a full-service vacation rental management company based in Knoxville, Tennessee.…","Notion, Client Relationship Management, AI Automation",
https://www.onlinejobs.ph/jobseekers/job/Shopify-ads-expert-1628090,Full Time,Shopify ads expert,2026-04-21 00:04:33,450,"We have a jewelry Shopify store, we’re looking for someone with expertise in running ads the right way to bring in sales on the store through multiple platforms.","Performance Marketing, Facebook Ads, Shopify",
https://www.onlinejobs.ph/jobseekers/job/Experienced-Local-SEO-Specialist-US-Agency-Part-Time-to-Full-Time-1625028,Full Time,Experienced Local SEO Specialist - US Agency (Part-Time to Full-Time,2026-04-21 00:02:54,8,"We're a US-based digital marketing agency working with local businesses (agricultural, service-based, and professional companies). We're looking for an experienced local SEO specialist to manage the execution of our SEO campaigns across multiple clients. This is not a data entry…","SEO, Keyword Research, Link Building",
https://www.onlinejobs.ph/jobseekers/job/Senior-Admin-Assistant-1628087,Full Time,Senior Admin Assistant,2026-04-21 00:02:47,25k to 35k PHP monthly,"Job Title: Senior Admin Assistant + Calling VA (Full-Time | Long-Term | High-Performance Role) About Us: We are a fast-growing US-based business management firm helping businesses with operations, finance, marketing, and funding support. We are building a strong remote team…","Microsoft Excel, Documentation, Outbound Calls",
https://www.onlinejobs.ph/jobseekers/job/Senior-Graphic-Designer-with-Modern-Skill-with-AI-Prompting-Master-Skils-and-proven-experience-with-Amazon-1622810,Full Time,Senior Graphic Designer with Modern Skill with AI Prompting Master Skils and proven experience with Amazon,2026-04-21 00:02:23,$1000-$1200 USD/mth,"ABOUT US Since 2013, Prodigy Media has built more than brands — we've created an Amazon-native empire. With 12 years of proven success and 28+ product lines under our belt, we don't play small. Our mission? Launch culturally resonant, design-led,…",,
